jail,source_url,race,gender,arrest_age,age_category,time_since_arrested,scraped_at
Lafourche Parish,http://lafourche.lavns.org,Black,Male,45,45-54,158,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,28,25-34,11,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,52,45-54,152,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,37,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,35,35-44,39,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,975,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,53,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,0,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,46,45-54,289,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,35,35-44,149,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,33,25-34,229,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,18,18-24,327,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,21,18-24,745,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,33,25-34,11,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,20,18-24,423,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,51,45-54,49,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,42,35-44,22,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,20,18-24,988,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,23,18-24,543,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,33,25-34,9,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,30,25-34,106,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,96,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,59,55+,93,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,152,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,39,35-44,291,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,21,18-24,423,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,441,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,18,18-24,926,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,41,35-44,1480,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,50,45-54,129,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,45,45-54,348,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,51,45-54,155,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,41,35-44,612,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,34,25-34,1200,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,31,25-34,25,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,41,35-44,1115,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,48,45-54,444,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,21,18-24,304,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,71,55+,590,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,54,45-54,182,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,36,35-44,111,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,53,45-54,62,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,336,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,744,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,41,35-44,120,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,42,35-44,14,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,40,35-44,809,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,23,18-24,192,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,29,25-34,58,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,38,35-44,325,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,35,35-44,856,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,46,45-54,119,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,35,35-44,1721,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,42,35-44,309,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,34,25-34,51,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,47,45-54,291,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,30,25-34,438,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,194,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,28,25-34,394,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,57,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,38,35-44,14,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,25,25-34,86,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,39,35-44,326,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,21,18-24,323,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,21,18-24,26,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,26,25-34,53,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,17,Under 18,85,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,28,25-34,662,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,26,25-34,41,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,57,55+,7,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,53,45-54,765,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,42,35-44,389,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,45,45-54,167,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,49,45-54,194,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,620,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,33,25-34,20,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,45,45-54,87,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,42,35-44,1380,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,32,25-34,15,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,43,35-44,16,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,33,25-34,281,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,30,25-34,393,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,49,45-54,66,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,46,45-54,82,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,33,25-34,114,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,42,35-44,10,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,32,25-34,1410,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,American Indian/Alaska Native,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,20,18-24,108,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,46,45-54,127,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,43,35-44,597,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,39,35-44,1973,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,43,35-44,37,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,33,25-34,1452,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,38,35-44,653,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,67,55+,224,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,22,18-24,383,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,42,35-44,168,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,22,18-24,106,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,31,25-34,67,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,25,25-34,772,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,48,45-54,192,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,33,25-34,53,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,35,35-44,288,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,39,35-44,1117,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,31,25-34,317,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,57,55+,49,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,28,25-34,120,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,23,18-24,79,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,242,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,33,25-34,153,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,463,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,54,45-54,8,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,22,18-24,871,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,38,35-44,332,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,59,55+,210,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,56,55+,1707,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,53,45-54,317,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,43,35-44,407,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,American Indian/Alaska Native,Female,24,18-24,84,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,47,45-54,1075,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,40,35-44,483,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,48,45-54,472,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,28,25-34,105,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,45,45-54,10,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,60,55+,461,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,43,35-44,105,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,17,Under 18,295,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,1016,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,24,18-24,148,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,59,55+,229,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,35,35-44,17,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,50,45-54,27,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,30,25-34,484,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,American Indian/Alaska Native,Male,21,18-24,322,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,54,45-54,213,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,492,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,33,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,48,45-54,8,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,24,18-24,361,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,44,35-44,352,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,44,35-44,112,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,50,45-54,366,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,57,55+,151,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,2107,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,46,45-54,68,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,19,18-24,2465,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,51,45-54,661,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,29,25-34,492,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,46,45-54,18,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,65,55+,52,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,145,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,46,45-54,136,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,34,25-34,462,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,59,55+,2,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,55,55+,1144,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,44,35-44,245,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,34,25-34,27,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,21,18-24,6165,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,32,25-34,45,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,69,55+,1923,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,28,25-34,194,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,40,35-44,461,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,36,35-44,274,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,61,55+,12,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,47,45-54,89,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,23,18-24,1635,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,290,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,38,35-44,21,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,24,18-24,60,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,29,25-34,49,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,17,Under 18,301,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,19,18-24,269,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,40,35-44,197,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,24,18-24,1029,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,157,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,56,55+,423,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,26,25-34,1017,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,64,55+,71,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,17,Under 18,26,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,26,25-34,225,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,39,35-44,213,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,308,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,19,18-24,871,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,39,35-44,169,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,22,18-24,63,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,53,45-54,1,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,19,18-24,1549,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,42,35-44,899,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,57,55+,430,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,38,35-44,57,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,46,45-54,749,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,126,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,43,35-44,512,2025-06-13
